volume_id,0_spleen,1_spleen,2_spleen,3_spleen,4_spleen,5_spleen,6_spleen,7_spleen,8_spleen,9_spleen,0_liver,1_liver,2_liver,3_liver,4_liver,5_liver,6_liver,7_liver,8_liver,9_liver,seg_liver,seg_spleen
KORA2456357,20997,20988,20916,21091,20955,20931,20929,20939,20899,20968,137524,137828,138200,137900,138309,138251,137878,138261,137616,137543,1655268,250728
KORA2453524,20476,20554,20453,20417,20358,20549,20447,20638,20494,20408,128391,127163,128254,128146,128451,127398,128295,127955,128357,127117,1536936,246036
KORA2452868,19713,19570,19642,19501,19550,19652,19567,19537,19647,19573,178527,178778,179684,178469,177842,179486,177743,179253,178123,179204,2141484,235056
KORA2457517,10659,10580,10518,10271,10443,10306,10500,10248,10533,10605,129148,128258,127818,126087,126475,127830,126367,127172,128440,126725,1522896,124020
KORA2461409,12625,12710,12561,12446,12641,12493,12555,12549,12452,12513,118097,118462,117216,117965,118466,118683,118067,117503,119143,118631,1425744,149988
KORA2459752,35619,35798,35574,35869,35776,35831,35725,35741,35756,35777,190424,189653,189628,189717,189892,190222,189622,189995,189852,190656,2277672,428964
KORA2452263,12719,12734,12706,12722,12729,12741,12716,12694,12756,12725,119826,119773,119685,119809,120681,119967,119569,120522,120971,120285,1436388,152412
KORA2460867,16168,15992,16281,16074,16122,16090,16012,16116,16074,16246,111724,110470,111396,110969,111295,111436,110967,111030,111125,110858,1332936,192792
KORA2460878,19090,19823,19673,19423,19168,19432,19894,19694,19751,19001,163173,163060,162740,163532,162487,162136,163363,162384,163515,162610,1952412,233844
KORA2453082,11724,11598,11866,11599,11553,11792,11639,11520,11972,11507,112630,112661,112493,113003,112694,112490,112849,113099,112405,113577,1351824,139896
KORA2453037,16350,16081,16276,16264,16058,15681,16048,16020,15911,16171,84126,82853,83109,85919,82486,84157,86453,82708,84151,84321,999420,193776
KORA2462345,9434,9508,9553,9490,9509,9500,9461,9511,9552,9464,160825,160374,160548,160660,160751,160754,161019,160736,160884,160454,1927800,113556
KORA2461252,20759,20787,20802,20664,21015,20671,20736,20910,20880,20850,150027,149846,149831,150078,149636,149977,150244,150515,149808,149897,1797264,248184
KORA2459310,16756,16856,16865,16801,16779,16818,16778,16799,16798,16769,131903,130987,132106,132109,131982,131245,131295,131331,132067,132138,1576440,201756
KORA2460145,16688,16472,16295,16848,16535,16798,16889,16707,16875,16753,139566,140216,140230,140385,138995,139601,138854,138326,138700,138815,1670100,198252
KORA2458068,14029,14147,14101,14174,13986,14236,14008,13993,14247,14270,208404,207593,205987,208030,207749,207974,207664,207235,207126,207683,2480088,168180
KORA2460779,17786,17079,17332,17822,17245,17367,17087,18000,17675,17575,105529,105262,105280,105804,105849,106067,106048,105122,106213,105717,1269408,209100
KORA2453765,14105,14729,14116,14853,13969,14978,14429,14434,13917,14451,135736,136392,138461,135175,135157,135553,137743,135333,136495,136151,1620360,172164
KORA2461349,24376,24483,24595,24510,24689,24652,24474,24660,24630,24828,155404,154198,154435,154983,154532,155279,154796,153660,154215,153212,1842228,294888
KORA2452659,24587,24899,25057,24851,24905,25092,24841,24631,24737,24732,219532,218342,218963,218630,219015,218262,219457,219664,218868,217973,2622396,295668
KORA2452338,13558,13791,13664,13798,14170,14029,14250,13744,13808,13819,158471,159667,158383,157464,158943,157770,157861,161360,159809,158116,1896480,166488
KORA2462093,13560,13497,13559,13456,13395,13269,13562,13449,13508,13650,149446,150223,149340,150135,149606,149534,149550,149521,149309,149782,1792836,160644
KORA2456340,18300,18183,18526,18187,18572,18352,18529,18214,18444,18550,121146,119442,120071,120024,118805,119560,120579,119467,120069,120272,1434564,219516
KORA2453833,7308,6664,6803,7053,6996,6903,6842,7158,6807,6782,157335,156550,156095,154905,156763,155729,155589,154904,157006,156889,1873440,81972
KORA2461146,17440,17464,17511,17455,17505,17421,17531,17437,17528,17500,163836,162590,163803,164100,165141,164799,163625,164102,164278,164318,1971420,209508
KORA2459745,17714,17964,17907,17983,17787,17865,17769,17720,17825,17904,182092,180994,180339,180163,180328,180186,180223,180192,180651,178791,2160228,213216
KORA2460543,12816,12543,12653,12803,12849,12688,12712,12675,12674,12737,101262,101868,101803,101769,102317,101473,101953,101949,101148,101916,1223208,152592
KORA2461184,11836,11832,11774,11794,11848,11912,11823,11802,11873,11839,130482,130814,131272,130620,131155,131353,130342,130596,130214,130681,1572048,141888
KORA2459477,17679,17665,17736,17923,17795,17589,17776,17993,17744,17804,121597,121301,120947,120946,121179,121178,121460,121717,120881,121251,1454496,212172
KORA2453642,3544,4596,3775,3525,3318,3126,3888,3784,3134,3850,104577,103529,105598,105122,105428,105469,103228,106714,104016,107008,1261716,35772
KORA2453470,38018,38494,38616,38937,38890,37429,39085,38840,39555,41319,172716,173666,172307,173314,173943,173848,173965,172647,173915,172914,2070456,459384
KORA2455946,22535,22489,22407,22376,22412,22445,22487,22392,22447,22339,134847,135112,134586,134260,133883,133878,134477,133787,134306,134174,1608132,268548
KORA2453844,10093,10292,10240,10323,10322,10362,10251,10408,10235,10350,128494,127743,128366,128103,128346,128101,128163,128467,128981,128188,1539120,122712
KORA2453048,11474,11509,11403,11654,11472,11278,11395,11356,11276,11394,91068,91129,91257,91127,90809,91129,90600,90559,90773,90717,1093800,137364
KORA2459499,20162,20305,20401,20304,20496,20327,20478,20398,20506,20323,157593,157145,158308,156897,157744,157637,157828,157763,158012,158079,1885308,243168
KORA2452801,24091,24098,24139,23927,24026,24161,24429,24088,23897,23955,118197,118178,118138,117759,118230,117988,118175,118098,117885,117935,1415136,287844
KORA2461392,44512,44314,44523,44709,44290,44496,44614,44352,45054,44233,186368,187625,186269,185938,187281,186201,186534,186516,185649,186906,2229372,533376
KORA2456385,11279,11304,11454,11111,11122,11033,11317,11233,11230,11008,102304,101667,102330,102436,102678,102365,100555,101895,102216,102071,1223748,134472
KORA2458040,15834,15820,16684,15964,15709,15534,16365,16816,15974,16688,139526,138039,138523,140440,137224,137880,140388,139650,137765,139385,1657752,184800
KORA2460768,21814,21804,21778,21833,21856,21749,21848,21701,21762,21919,114947,114948,114632,115135,115023,114983,114542,114307,115124,114513,1378956,260904
KORA2452381,18068,17953,17735,17830,18201,17890,18079,17866,17485,17657,148718,148141,148243,148221,148762,149176,148440,148148,148687,148309,1776540,209580
KORA2459244,4305,3631,3341,3762,2822,3865,4213,3699,3836,4681,157073,158524,158440,158552,160094,159299,159056,158380,156488,157183,1899432,43176
KORA2461868,12050,12066,12047,12072,12038,12090,12006,12061,12085,12049,126805,127210,127193,127100,126945,127061,126768,127091,127221,126835,1523784,144552
KORA2453328,14861,14756,14778,14851,14889,14823,14786,14739,14834,14828,147948,147745,148273,147615,147977,148169,147276,147355,147840,147945,1770816,177672
KORA2460348,20834,20534,20907,20676,20704,20803,20888,20611,20714,20770,122188,122358,122434,121651,122252,121931,121944,122051,122023,122140,1466784,248532
KORA2455753,24204,24162,24247,24307,24314,24408,24291,24465,24311,24318,140802,140302,140316,141283,140590,140824,140654,141006,140227,141232,1686480,291036
KORA2458197,24232,24211,24341,24051,24496,24235,24288,24364,24271,24244,188931,189226,188680,189603,188702,188743,189096,188979,189663,188076,2256072,291300
KORA2453620,17247,17361,17222,17221,17382,17313,17253,17329,17214,17194,158882,159488,159533,159644,159797,160372,159179,160190,159605,160324,1910388,207336
KORA2458707,11717,11713,11818,11702,11854,11650,11798,11640,11752,11684,132922,133689,133418,133257,133288,133304,132800,133402,133440,133189,1599828,140376
KORA2456661,13840,13832,14040,14062,13903,13949,13843,13959,13963,14026,105726,105125,104959,104549,105470,104753,104935,105138,104938,104915,1261260,166884
KORA2461956,17942,17943,18223,17965,18032,18084,17919,17753,17821,18096,126068,125768,125924,125402,125740,125417,125916,125569,125778,126036,1508856,216540
KORA2453464,11073,11237,11112,11242,11253,11211,11140,11101,11157,11155,102684,102598,102778,102780,102691,102383,102110,102377,102222,102835,1229148,134136
KORA2456562,20769,20745,20659,20582,20735,20666,20718,20539,20823,20652,96728,97043,95321,96795,100701,98194,94133,93029,94147,99140,1127376,247524
KORA2452426,19054,19319,19180,18761,18351,18436,18790,19262,18912,18614,119194,120221,119676,119750,121288,120660,120743,119945,119699,119939,1431840,227796
KORA2458366,8348,8288,8140,8253,8142,7963,8201,8186,7914,8204,125665,125410,125716,126127,125188,125990,125270,125524,125100,125602,1503864,98460
KORA2461206,16905,16754,16803,16711,16953,16750,16900,16829,16923,16766,104705,104597,105395,105225,104760,104223,104435,104405,105193,104732,1258692,202320
KORA2461338,16083,16145,16055,16017,16016,16082,15889,15986,16113,16046,137830,137830,138170,138140,138198,137865,137023,138761,137208,136868,1657008,192156
KORA2456241,12598,12567,12556,12541,12557,12605,12621,12367,12749,12636,87138,87320,87339,86593,87237,86653,87670,86813,86980,87213,1046184,149868
KORA2459972,7847,8177,7713,7320,7322,7943,7981,7986,8161,8059,120704,119441,118776,119840,119765,120285,119760,120917,119842,120732,1446276,92424
KORA2455525,13009,12944,13029,12977,13105,12968,13004,12977,12935,13074,164694,163638,163633,164251,163724,163872,163744,163067,162980,164673,1965192,155436
KORA2452316,7112,7285,7114,7162,7077,7050,6940,7550,7113,7096,94989,95565,93839,94561,94876,95580,95065,95359,96378,95617,1144344,84228
KORA2461632,16394,16340,16254,16320,16408,16364,16399,16339,16271,16347,157299,158011,158047,158425,158158,158021,157950,158102,157680,157862,1891176,195456
KORA2460472,19900,19991,19962,19962,19964,19915,19987,19947,19919,20023,126818,126726,126918,126762,126789,126685,127125,126531,126088,127128,1522824,239208
KORA2459067,17880,17846,17853,17877,17887,17825,17696,17740,17898,17782,112793,113461,113448,112762,113100,113180,113808,113584,113902,113289,1361004,213504
KORA2452206,14855,14796,14800,14871,14816,14774,14690,14883,14778,14860,85874,85703,85576,86240,85465,85931,85760,85735,85901,85838,1029564,177804
KORA2460315,10508,10556,10638,10480,10616,10538,10407,10475,10512,10451,159574,159809,159404,159355,159374,159917,159595,159851,159740,159560,1916544,125352
KORA2462119,16940,16706,17099,17115,16906,17211,16960,17280,16950,17287,151763,151496,152621,151620,152078,151401,152333,152312,151946,152343,1818144,203712
KORA2457401,24351,24400,24256,24252,24444,24340,24321,24304,24230,24461,178107,179528,179488,179093,178067,178742,182755,179118,182370,180823,2140788,291420
KORA2462380,24924,24547,24733,24789,24831,24833,24691,24427,24931,25115,173324,173040,173950,173671,173529,172901,173015,172672,174649,173736,2077236,296100
KORA2461577,6341,6230,6244,6301,6509,6280,6349,6446,6234,6367,103208,103548,102814,103071,103518,103564,103439,103742,103797,102534,1241160,75072
KORA2458265,37217,37406,36532,36436,36815,37211,37427,36770,37408,37580,284188,283298,283391,283492,282442,284168,282450,282453,282370,285198,3389208,450312
KORA2452353,19087,18926,19305,19252,19519,19360,19068,19229,19111,19258,183635,184819,183288,183779,182327,182888,183388,183574,183350,183511,2192508,228972
KORA2459873,13288,13249,13323,13228,13316,13342,13169,13318,13344,13382,143589,144408,143846,144491,144594,143875,143438,144496,144265,143060,1730388,159636
KORA2456917,12810,12631,12939,12960,12626,12654,12451,12887,12846,12760,112920,113656,114053,113781,112978,112862,113853,112947,114114,113481,1355712,153180
KORA2459123,7437,7714,7492,7411,7520,7612,7470,7558,7524,7412,134650,135021,135497,134953,135022,134538,135402,134475,135050,135038,1617924,88500
KORA2453363,26668,26722,26805,26637,26609,26606,26754,26621,26817,26880,128007,127580,127765,127198,127550,127806,127770,127900,127504,127200,1529772,320244
KORA2455296,9622,9799,9708,9844,9641,9661,9766,9502,10035,9893,166631,166650,166046,166642,167073,165417,166780,167157,169733,168412,2006676,117372
KORA2461555,22146,22220,22162,22159,22087,22126,22120,22071,22150,22147,129933,129932,129884,129848,130010,129708,129674,129970,129759,129983,1558752,265704
KORA2457044,23590,23896,23604,23809,24035,23839,23699,23749,23902,23749,194525,195159,194258,194703,194254,195855,194440,194596,194756,194655,2339964,284772
KORA2460633,18812,18924,18926,18884,18725,18773,18877,18968,18908,18813,110816,111066,110693,110993,111021,110803,110547,110672,110871,110676,1329792,226656
KORA2456021,20542,20417,20920,20246,20609,20613,20693,20254,20623,20596,160787,160549,160877,160950,160720,160722,160386,161508,160889,160656,1928412,246672
KORA2453172,15471,15567,15594,15325,15453,15400,15255,15336,15413,15503,132303,131681,132171,132291,131608,131956,131368,132051,131573,131642,1576848,184500
KORA2452129,16166,16226,16168,16128,16142,16062,16146,16150,16055,16175,118091,118527,119091,118779,119007,119216,119279,118631,119419,118680,1425072,193536
KORA2453136,29290,29418,28828,28968,29095,29077,28892,28893,29102,29144,187008,185802,184807,185821,185912,187503,185395,186924,187253,185997,2225544,349680
KORA2459605,17365,17447,17695,18127,18043,17769,17900,17353,17727,17762,132122,131651,132033,131698,131501,131639,131527,131904,131488,131372,1578684,211500
KORA2452687,13692,13517,13510,13664,13605,13790,13727,13431,13559,13556,131263,132265,131772,132065,133086,131711,132368,132536,132540,132570,1588320,163140
KORA2455935,4387,3557,3918,3995,3996,4025,3857,3790,3717,3713,127524,127403,127552,127560,127516,127498,127749,127624,127355,128206,1527240,45096
KORA2452812,7271,7310,7418,7366,7491,7365,7141,7437,7600,7346,78454,79965,80928,80826,80292,79587,80101,80525,80879,79350,965220,88440
KORA2460565,23683,23678,23945,23803,23984,24001,23923,24007,23760,23965,145586,146015,145025,145556,145494,145865,145749,145372,145862,145909,1746696,285960
KORA2452941,14700,14550,14694,14550,14892,14562,14836,14669,14679,14900,159607,159544,159501,159774,159705,159290,159501,159987,159746,159799,1914792,175884
KORA2460830,14359,15235,14207,15394,15470,14720,14938,14425,14606,14261,122866,124346,123811,124046,122260,122754,123487,124940,123736,122533,1454496,176904
KORA2460824,20021,20051,19911,20145,19784,20023,19923,20302,20043,20086,128360,128844,128913,128371,128511,128783,128607,128793,128620,128867,1544040,239232
KORA2456672,26826,26725,26260,26480,26830,26645,26566,26607,26509,26316,195454,195386,193430,194542,194431,194414,194968,192762,194967,194151,2317236,316824
KORA2460903,20300,20331,20457,20392,20379,20355,20447,20496,20354,20508,154986,154899,155727,154877,155359,155968,154926,155964,155134,155389,1855896,243900
KORA2453306,19754,19790,19775,19962,19739,19766,19618,19555,19723,19955,155066,154995,154706,155496,154867,155015,155255,155124,155557,155436,1863180,236244
KORA2453194,11264,11154,11321,11236,11200,11203,11193,11158,11200,11353,119966,122590,119725,120327,119790,121143,121743,120601,120941,121219,1436112,134064
KORA2460889,15021,14982,14702,14769,15028,14885,15231,15040,14801,14713,135187,135108,135619,135383,135595,135808,135814,135426,135101,135798,1625412,177816
KORA2453578,13601,14480,13307,13714,13081,13494,13756,13937,13407,13548,171404,172391,172216,171470,171688,171551,171949,172310,171867,171850,2062428,158280
KORA2460504,10995,11070,11045,11155,11141,11136,11120,11195,11220,11159,108867,109061,108344,109259,109454,109171,109323,108831,109225,108853,1308144,132444
KORA2460216,20499,20267,20592,20751,20834,20248,20458,20946,20888,20453,152653,153766,154061,154193,153645,153806,153787,153488,153514,154608,1845804,248376
KORA2452409,14645,14689,13429,13585,14717,14053,13459,14462,13861,14813,100699,102097,101164,99795,100981,101527,100431,100515,100642,102028,1222620,175224
KORA2452190,14675,15093,15144,14999,15171,14884,14636,15028,14783,14694,178683,178574,177800,179474,178799,178616,177860,178616,178766,178211,2138328,170868
KORA2453290,23598,23536,23563,23354,23355,23520,23318,23517,23379,23317,103885,104057,104400,104280,104177,103893,104061,103620,104601,104071,1248024,280608
